Model,DPO3014
Firmware Version,2.23

Waveform Type,Analog
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,0
Label,
TIME,CH1
-2.920e-02,0.08
-2.918e-02,0
-2.916e-02,0
-2.914e-02,0.16
-2.912e-02,0.16
-2.910e-02,0.16
-2.908e-02,0.16
-2.906e-02,0.08
-2.904e-02,0.16
-2.902e-02,0.08
-2.900e-02,0.24
-2.898e-02,0
-2.896e-02,0.16
-2.894e-02,0
-2.892e-02,0.24
-2.890e-02,0.16
-2.888e-02,0.08
-2.886e-02,0.16
-2.884e-02,0.16
-2.882e-02,0
-2.880e-02,0
-2.878e-02,0
-2.876e-02,0.08
-2.874e-02,0.16
-2.872e-02,0.08
-2.870e-02,0.16
-2.868e-02,0.08
-2.866e-02,0.08
-2.864e-02,0.08
-2.862e-02,0.08
-2.860e-02,0.16
-2.858e-02,0.08
-2.856e-02,0.16
-2.854e-02,0
-2.852e-02,0.08
-2.850e-02,0.08
-2.848e-02,0.08
-2.846e-02,0.32
-2.844e-02,0.08
-2.842e-02,0.16
-2.840e-02,0
-2.838e-02,0.16
-2.836e-02,0.08
-2.834e-02,0.16
-2.832e-02,0.08
-2.830e-02,0.16
-2.828e-02,0
-2.826e-02,0.08
-2.824e-02,0.08
-2.822e-02,0
-2.820e-02,0.08
-2.818e-02,0.24
-2.816e-02,0
-2.814e-02,0.16
-2.812e-02,0.08
-2.810e-02,0.08
-2.808e-02,0.08
-2.806e-02,0.08
-2.804e-02,0.08
-2.802e-02,0.16
-2.800e-02,0
-2.798e-02,0
-2.796e-02,0
-2.794e-02,0.16
-2.792e-02,0.08
-2.790e-02,0
-2.788e-02,0.08
-2.786e-02,0.08
-2.784e-02,0
-2.782e-02,0
-2.780e-02,0.08
-2.778e-02,0
-2.776e-02,0
-2.774e-02,0
-2.772e-02,0
-2.770e-02,0
-2.768e-02,0.08
-2.766e-02,0
-2.764e-02,0
-2.762e-02,0
-2.760e-02,0.16
-2.758e-02,0.08
-2.756e-02,0
-2.754e-02,0.16
-2.752e-02,0
-2.750e-02,0.08
-2.748e-02,0.16
-2.746e-02,0
-2.744e-02,0.32
-2.742e-02,0.08
-2.740e-02,0.16
-2.738e-02,0.08
-2.736e-02,0.08
-2.734e-02,0
-2.732e-02,0.16
-2.730e-02,0.16
-2.728e-02,0.08
-2.726e-02,0
-2.724e-02,0.16
-2.722e-02,0.08
-2.720e-02,0.08
-2.718e-02,0
-2.716e-02,0
-2.714e-02,0.08
-2.712e-02,0.08
-2.710e-02,0.16
-2.708e-02,0.08
-2.706e-02,0.08
-2.704e-02,0
-2.702e-02,0.08
-2.700e-02,0.08
-2.698e-02,0.08
-2.696e-02,0
-2.694e-02,0.08
-2.692e-02,0
-2.690e-02,0.24
-2.688e-02,0.08
-2.686e-02,0.08
-2.684e-02,0
-2.682e-02,0
-2.680e-02,0
-2.678e-02,0
-2.676e-02,0
-2.674e-02,0
-2.672e-02,0.08
-2.670e-02,0.08
-2.668e-02,0.16
-2.666e-02,0.08
-2.664e-02,0
-2.662e-02,0
-2.660e-02,0
-2.658e-02,0
-2.656e-02,0
-2.654e-02,0
-2.652e-02,0.08
-2.650e-02,0
-2.648e-02,0
-2.646e-02,0
-2.644e-02,0.08
-2.642e-02,0
-2.640e-02,0
-2.638e-02,0
-2.636e-02,0.16
-2.634e-02,0.16
-2.632e-02,0.4
-2.630e-02,0.64
-2.628e-02,1.12
-2.626e-02,1.44
-2.624e-02,2.16
-2.622e-02,2.8
-2.620e-02,3.12
-2.618e-02,3.76
-2.616e-02,4.16
-2.614e-02,4.56
-2.612e-02,4.88
-2.610e-02,5.2
-2.608e-02,5.28
-2.606e-02,5.44
-2.604e-02,5.68
-2.602e-02,5.76
-2.600e-02,5.6
-2.598e-02,5.6
-2.596e-02,5.52
-2.594e-02,5.68
-2.592e-02,5.36
-2.590e-02,5.28
-2.588e-02,5.28
-2.586e-02,5.12
-2.584e-02,5.04
-2.582e-02,4.88
-2.580e-02,4.64
-2.578e-02,4.48
-2.576e-02,4.24
-2.574e-02,4.16
-2.572e-02,4
-2.570e-02,3.76
-2.568e-02,3.52
-2.566e-02,3.36
-2.564e-02,3.04
-2.562e-02,2.88
-2.560e-02,2.8
-2.558e-02,2.48
-2.556e-02,2.32
-2.554e-02,2
-2.552e-02,2.08
-2.550e-02,2
-2.548e-02,1.68
-2.546e-02,1.44
-2.544e-02,1.36
-2.542e-02,1.2
-2.540e-02,1.04
-2.538e-02,0.96
-2.536e-02,0.88
-2.534e-02,0.8
-2.532e-02,0.72
-2.530e-02,0.56
-2.528e-02,0.4
-2.526e-02,0.4
-2.524e-02,0.48
-2.522e-02,0.32
-2.520e-02,0.32
-2.518e-02,0.4
-2.516e-02,0.32
-2.514e-02,0.24
-2.512e-02,0.24
-2.510e-02,0.32
-2.508e-02,0.24
-2.506e-02,0.32
-2.504e-02,0.4
-2.502e-02,0.24
-2.500e-02,0.16
-2.498e-02,0.16
-2.496e-02,0.24
-2.494e-02,0.24
-2.492e-02,0.32
-2.490e-02,0.24
-2.488e-02,0.16
-2.486e-02,0.16
-2.484e-02,0.24
-2.482e-02,0
-2.480e-02,0.08
-2.478e-02,0.16
-2.476e-02,0
-2.474e-02,0
-2.472e-02,0.08
-2.470e-02,0.08
-2.468e-02,0
-2.466e-02,0
-2.464e-02,0
-2.462e-02,0
-2.460e-02,0
-2.458e-02,0
-2.456e-02,0.08
-2.454e-02,0
-2.452e-02,0.08
-2.450e-02,0
-2.448e-02,0
-2.446e-02,0
-2.444e-02,-0.08
-2.442e-02,-0.08
-2.440e-02,0
-2.438e-02,0.08
-2.436e-02,0
-2.434e-02,-0.08
-2.432e-02,0
-2.430e-02,0
-2.428e-02,0
-2.426e-02,0
-2.424e-02,0
-2.422e-02,0
-2.420e-02,0.08
-2.418e-02,0
-2.416e-02,0
-2.414e-02,-0.08
-2.412e-02,0
-2.410e-02,0
-2.408e-02,0
-2.406e-02,0
-2.404e-02,0
-2.402e-02,0.08
-2.400e-02,0
-2.398e-02,-0.08
-2.396e-02,0
-2.394e-02,0
-2.392e-02,0
-2.390e-02,0
-2.388e-02,0
-2.386e-02,0
-2.384e-02,0
-2.382e-02,-0.08
-2.380e-02,-0.08
-2.378e-02,0
-2.376e-02,0
-2.374e-02,-0.08
-2.372e-02,0
-2.370e-02,0
-2.368e-02,0.08
-2.366e-02,0
-2.364e-02,0
-2.362e-02,0
-2.360e-02,-0.08
-2.358e-02,0
-2.356e-02,0
-2.354e-02,0
-2.352e-02,0
-2.350e-02,0
-2.348e-02,0
-2.346e-02,0
-2.344e-02,0
-2.342e-02,-0.16
-2.340e-02,-0.08
-2.338e-02,-0.08
-2.336e-02,0
-2.334e-02,0
-2.332e-02,-0.08
-2.330e-02,-0.08
-2.328e-02,-0.08
-2.326e-02,-0.08
-2.324e-02,-0.08
-2.322e-02,0
-2.320e-02,-0.08
-2.318e-02,0
-2.316e-02,-0.08
-2.314e-02,-0.08
-2.312e-02,-0.08
-2.310e-02,0
-2.308e-02,-0.08
-2.306e-02,0
-2.304e-02,-0.08
-2.302e-02,0
-2.300e-02,-0.08
-2.298e-02,-0.08
-2.296e-02,-0.08
-2.294e-02,-0.08
-2.292e-02,-0.08
-2.290e-02,0
-2.288e-02,-0.08
-2.286e-02,-0.08
-2.284e-02,0
-2.282e-02,0
-2.280e-02,-0.08
-2.278e-02,-0.08
-2.276e-02,0
-2.274e-02,-0.08
-2.272e-02,-0.08
-2.270e-02,-0.08
-2.268e-02,-0.08
-2.266e-02,-0.08
-2.264e-02,0
-2.262e-02,-0.08
-2.260e-02,0
-2.258e-02,-0.08
-2.256e-02,-0.08
-2.254e-02,0
-2.252e-02,0
-2.250e-02,-0.08
-2.248e-02,-0.08
-2.246e-02,-0.08
-2.244e-02,0
-2.242e-02,-0.08
-2.240e-02,-0.08
-2.238e-02,0
-2.236e-02,0
-2.234e-02,-0.08
-2.232e-02,-0.08
-2.230e-02,0
-2.228e-02,0
-2.226e-02,-0.08
-2.224e-02,0
-2.222e-02,-0.08
-2.220e-02,0
-2.218e-02,0
-2.216e-02,-0.08
-2.214e-02,0
-2.212e-02,0
-2.210e-02,-0.08
-2.208e-02,-0.08
-2.206e-02,0.08
-2.204e-02,0
-2.202e-02,0
-2.200e-02,0
-2.198e-02,-0.08
-2.196e-02,0
-2.194e-02,-0.08
-2.192e-02,-0.08
-2.190e-02,0
-2.188e-02,0
-2.186e-02,-0.08
-2.184e-02,-0.08
-2.182e-02,-0.08
-2.180e-02,0
-2.178e-02,-0.08
-2.176e-02,0
-2.174e-02,-0.08
-2.172e-02,0
-2.170e-02,-0.08
-2.168e-02,-0.08
-2.166e-02,0
-2.164e-02,-0.08
-2.162e-02,0
-2.160e-02,-0.16
-2.158e-02,0
-2.156e-02,0.08
-2.154e-02,-0.08
-2.152e-02,-0.08
-2.150e-02,-0.08
-2.148e-02,-0.08
-2.146e-02,-0.08
-2.144e-02,-0.08
-2.142e-02,-0.08
-2.140e-02,-0.08
-2.138e-02,-0.08
-2.136e-02,-0.08
-2.134e-02,0
-2.132e-02,0
-2.130e-02,-0.08
-2.128e-02,-0.08
-2.126e-02,0
-2.124e-02,0
-2.122e-02,-0.16
-2.120e-02,0
-2.118e-02,-0.08
-2.116e-02,0
-2.114e-02,0
-2.112e-02,0
-2.110e-02,0
-2.108e-02,-0.08
-2.106e-02,-0.08
-2.104e-02,-0.08
-2.102e-02,0
-2.100e-02,0
-2.098e-02,-0.08
-2.096e-02,0
-2.094e-02,0
-2.092e-02,0
-2.090e-02,0.08
-2.088e-02,0
-2.086e-02,0
-2.084e-02,-0.08
-2.082e-02,0
-2.080e-02,0
-2.078e-02,-0.08
-2.076e-02,-0.08
-2.074e-02,0
-2.072e-02,0
-2.070e-02,-0.08
-2.068e-02,-0.08
-2.066e-02,0
-2.064e-02,0
-2.062e-02,0
-2.060e-02,-0.08
-2.058e-02,-0.08
-2.056e-02,-0.08
-2.054e-02,-0.08
-2.052e-02,-0.08
-2.050e-02,0
-2.048e-02,-0.08
-2.046e-02,-0.08
-2.044e-02,-0.08
-2.042e-02,-0.08
-2.040e-02,-0.08
-2.038e-02,-0.08
-2.036e-02,-0.08
-2.034e-02,0
-2.032e-02,-0.08
-2.030e-02,-0.08
-2.028e-02,-0.16
-2.026e-02,-0.08
-2.024e-02,-0.08
-2.022e-02,-0.08
-2.020e-02,-0.08
-2.018e-02,-0.08
-2.016e-02,-0.08
-2.014e-02,-0.08
-2.012e-02,0
-2.010e-02,-0.08
-2.008e-02,-0.08
-2.006e-02,0
-2.004e-02,0
-2.002e-02,0
-2.000e-02,-0.08
-1.998e-02,-0.24
-1.996e-02,-0.08
-1.994e-02,0
-1.992e-02,0
-1.990e-02,-0.08
-1.988e-02,0
-1.986e-02,-0.16
-1.984e-02,-0.08
-1.982e-02,-0.08
-1.980e-02,-0.08
-1.978e-02,-0.08
-1.976e-02,-0.08
-1.974e-02,0.08
-1.972e-02,-0.08
-1.970e-02,0
-1.968e-02,0
-1.966e-02,0.08
-1.964e-02,-0.08
-1.962e-02,-0.08
-1.960e-02,-0.08
-1.958e-02,0
-1.956e-02,-0.08
-1.954e-02,0
-1.952e-02,-0.08
-1.950e-02,-0.08
-1.948e-02,-0.08
-1.946e-02,-0.24
-1.944e-02,-0.08
-1.942e-02,0
-1.940e-02,-0.08
-1.938e-02,0.08
-1.936e-02,0
-1.934e-02,-0.08
-1.932e-02,-0.08
-1.930e-02,-0.16
-1.928e-02,0
-1.926e-02,0
-1.924e-02,0.08
-1.922e-02,0
-1.920e-02,0
-1.918e-02,0
-1.916e-02,-0.24
-1.914e-02,-0.08
-1.912e-02,0
-1.910e-02,0
-1.908e-02,0
-1.906e-02,0
-1.904e-02,-0.08
-1.902e-02,0
-1.900e-02,0
-1.898e-02,-0.08
-1.896e-02,-0.08
-1.894e-02,-0.16
-1.892e-02,-0.08
-1.890e-02,-0.08
-1.888e-02,-0.08
-1.886e-02,0
-1.884e-02,0
-1.882e-02,0
-1.880e-02,-0.08
-1.878e-02,-0.08
-1.876e-02,-0.08
-1.874e-02,-0.08
-1.872e-02,-0.08
-1.870e-02,-0.08
-1.868e-02,0
-1.866e-02,0
-1.864e-02,-0.08
-1.862e-02,-0.08
-1.860e-02,0
-1.858e-02,-0.08
-1.856e-02,0
-1.854e-02,-0.16
-1.852e-02,0
-1.850e-02,-0.08
-1.848e-02,0
-1.846e-02,-0.08
-1.844e-02,0
-1.842e-02,-0.08
-1.840e-02,0
-1.838e-02,-0.08
-1.836e-02,0
-1.834e-02,0
-1.832e-02,-0.08
-1.830e-02,0.08
-1.828e-02,0
-1.826e-02,0
-1.824e-02,0
-1.822e-02,-0.08
-1.820e-02,0
-1.818e-02,0
-1.816e-02,-0.08
-1.814e-02,0
-1.812e-02,0
-1.810e-02,-0.08
-1.808e-02,0
-1.806e-02,0
-1.804e-02,-0.08
-1.802e-02,0
-1.800e-02,-0.08
-1.798e-02,-0.08
-1.796e-02,-0.48
-1.794e-02,-0.64
-1.792e-02,-1.28
-1.790e-02,-1.76
-1.788e-02,-2.24
-1.786e-02,-2.8
-1.784e-02,-3.2
-1.782e-02,-3.76
-1.780e-02,-4
-1.778e-02,-4.56
-1.776e-02,-4.72
-1.774e-02,-5.04
-1.772e-02,-5.2
-1.770e-02,-5.28
-1.768e-02,-5.36
-1.766e-02,-5.44
-1.764e-02,-5.52
-1.762e-02,-5.6
-1.760e-02,-5.36
-1.758e-02,-5.44
-1.756e-02,-5.52
-1.754e-02,-5.28
-1.752e-02,-4.96
-1.750e-02,-4.88
-1.748e-02,-4.96
-1.746e-02,-4.8
-1.744e-02,-4.32
-1.742e-02,-4.24
-1.740e-02,-4
-1.738e-02,-3.76
-1.736e-02,-3.68
-1.734e-02,-3.44
-1.732e-02,-3.12
-1.730e-02,-3.12
-1.728e-02,-2.8
-1.726e-02,-2.72
-1.724e-02,-2.4
-1.722e-02,-2.24
-1.720e-02,-2.24
-1.718e-02,-1.84
-1.716e-02,-1.76
-1.714e-02,-1.52
-1.712e-02,-1.44
-1.710e-02,-1.28
-1.708e-02,-1.12
-1.706e-02,-1.12
-1.704e-02,-0.96
-1.702e-02,-0.72
-1.700e-02,-0.8
-1.698e-02,-0.56
-1.696e-02,-0.64
-1.694e-02,-0.48
-1.692e-02,-0.48
-1.690e-02,-0.56
-1.688e-02,-0.48
-1.686e-02,-0.48
-1.684e-02,-0.32
-1.682e-02,-0.24
-1.680e-02,-0.24
-1.678e-02,-0.4
-1.676e-02,-0.24
-1.674e-02,-0.32
-1.672e-02,-0.24
-1.670e-02,-0.08
-1.668e-02,-0.16
-1.666e-02,-0.16
-1.664e-02,-0.16
-1.662e-02,-0.24
-1.660e-02,-0.24
-1.658e-02,-0.24
-1.656e-02,-0.08
-1.654e-02,-0.08
-1.652e-02,-0.08
-1.650e-02,-0.16
-1.648e-02,0.08
-1.646e-02,-0.08
-1.644e-02,0
-1.642e-02,-0.08
-1.640e-02,0
-1.638e-02,0.08
-1.636e-02,0
-1.634e-02,0
-1.632e-02,0
-1.630e-02,0.08
-1.628e-02,0
-1.626e-02,0
-1.624e-02,0
-1.622e-02,-0.08
-1.620e-02,0
-1.618e-02,0
-1.616e-02,0
-1.614e-02,0
-1.612e-02,0
-1.610e-02,0
-1.608e-02,0
-1.606e-02,0
-1.604e-02,0.08
-1.602e-02,0
-1.600e-02,0.08
-1.598e-02,-0.08
-1.596e-02,0
-1.594e-02,0
-1.592e-02,0
-1.590e-02,0
-1.588e-02,0
-1.586e-02,0
-1.584e-02,0.16
-1.582e-02,0.08
-1.580e-02,0.16
-1.578e-02,0
-1.576e-02,0
-1.574e-02,0
-1.572e-02,0
-1.570e-02,0
-1.568e-02,0
-1.566e-02,-0.08
-1.564e-02,0
-1.562e-02,-0.08
-1.560e-02,0.08
-1.558e-02,0
-1.556e-02,0.08
-1.554e-02,0
-1.552e-02,0
-1.550e-02,0.08
-1.548e-02,-0.08
-1.546e-02,0
-1.544e-02,0
-1.542e-02,0
-1.540e-02,0
-1.538e-02,0
-1.536e-02,0
-1.534e-02,0
-1.532e-02,0
-1.530e-02,0
-1.528e-02,0
-1.526e-02,0
-1.524e-02,0
-1.522e-02,0.08
-1.520e-02,0
-1.518e-02,0
-1.516e-02,0.08
-1.514e-02,0.08
-1.512e-02,0
-1.510e-02,0.16
-1.508e-02,0.08
-1.506e-02,0.08
-1.504e-02,0.16
-1.502e-02,0
-1.500e-02,-0.08
-1.498e-02,0.08
-1.496e-02,0
-1.494e-02,0
-1.492e-02,0.16
-1.490e-02,0.16
-1.488e-02,0.16
-1.486e-02,0.16
-1.484e-02,0.08
-1.482e-02,0.08
-1.480e-02,0
-1.478e-02,0
-1.476e-02,0.16
-1.474e-02,0.16
-1.472e-02,0.08
-1.470e-02,0
-1.468e-02,0
-1.466e-02,0.16
-1.464e-02,0
-1.462e-02,0.16
-1.460e-02,0.08
-1.458e-02,0
-1.456e-02,0
-1.454e-02,0
-1.452e-02,0.16
-1.450e-02,0
-1.448e-02,0.08
-1.446e-02,0
-1.444e-02,0
-1.442e-02,0
-1.440e-02,0.08
-1.438e-02,0.16
-1.436e-02,0.08
-1.434e-02,0.16
-1.432e-02,0.08
-1.430e-02,0
-1.428e-02,0
-1.426e-02,0.08
-1.424e-02,0.16
-1.422e-02,0
-1.420e-02,0
-1.418e-02,0.08
-1.416e-02,0
-1.414e-02,0
-1.412e-02,0.16
-1.410e-02,0
-1.408e-02,0.08
-1.406e-02,0.08
-1.404e-02,0.16
-1.402e-02,0
-1.400e-02,0
-1.398e-02,0.08
-1.396e-02,0
-1.394e-02,0.16
-1.392e-02,0
-1.390e-02,0.08
-1.388e-02,0
-1.386e-02,0
-1.384e-02,0.08
-1.382e-02,0
-1.380e-02,0.08
-1.378e-02,0.16
-1.376e-02,0
-1.374e-02,0.08
-1.372e-02,0.16
-1.370e-02,0
-1.368e-02,0.16
-1.366e-02,0.08
-1.364e-02,0
-1.362e-02,0.08
-1.360e-02,0.08
-1.358e-02,0.08
-1.356e-02,0
-1.354e-02,0
-1.352e-02,0
-1.350e-02,0.08
-1.348e-02,0
-1.346e-02,0.24
-1.344e-02,0.08
-1.342e-02,0
-1.340e-02,0
-1.338e-02,0.08
-1.336e-02,0.08
-1.334e-02,0
-1.332e-02,0
-1.330e-02,0.16
-1.328e-02,0.08
-1.326e-02,0.08
-1.324e-02,0.16
-1.322e-02,0.08
-1.320e-02,0.08
-1.318e-02,0.08
-1.316e-02,0.16
-1.314e-02,0.08
-1.312e-02,0.08
-1.310e-02,0
-1.308e-02,0.08
-1.306e-02,0.16
-1.304e-02,0
-1.302e-02,0.16
-1.300e-02,0.24
-1.298e-02,0.08
-1.296e-02,0.08
-1.294e-02,0.08
-1.292e-02,0.08
-1.290e-02,0.16
-1.288e-02,0
-1.286e-02,0
-1.284e-02,0
-1.282e-02,0
-1.280e-02,0
-1.278e-02,0
-1.276e-02,0.08
-1.274e-02,0.08
-1.272e-02,0.16
-1.270e-02,0.08
-1.268e-02,0.08
-1.266e-02,0.16
-1.264e-02,0.08
-1.262e-02,0.08
-1.260e-02,0
-1.258e-02,0
-1.256e-02,0
-1.254e-02,0
-1.252e-02,0
-1.250e-02,0
-1.248e-02,0.08
-1.246e-02,0.08
-1.244e-02,0
-1.242e-02,0
-1.240e-02,0.08
-1.238e-02,0
-1.236e-02,0.16
-1.234e-02,0.16
-1.232e-02,0.24
-1.230e-02,0.08
-1.228e-02,0
-1.226e-02,0.08
-1.224e-02,0.16
-1.222e-02,0.16
-1.220e-02,0.08
-1.218e-02,0.08
-1.216e-02,0
-1.214e-02,0.16
-1.212e-02,0.08
-1.210e-02,0.16
-1.208e-02,0.16
-1.206e-02,0
-1.204e-02,0.08
-1.202e-02,0.08
-1.200e-02,0.08
-1.198e-02,0.24
-1.196e-02,0.08
-1.194e-02,0
-1.192e-02,0.24
-1.190e-02,0.16
-1.188e-02,0.08
-1.186e-02,0.08
-1.184e-02,0
-1.182e-02,0.08
-1.180e-02,0.16
-1.178e-02,0.08
-1.176e-02,0.16
-1.174e-02,0.16
-1.172e-02,0.08
-1.170e-02,0
-1.168e-02,0
-1.166e-02,0.08
-1.164e-02,0.16
-1.162e-02,0.08
-1.160e-02,0.08
-1.158e-02,0.08
-1.156e-02,0
-1.154e-02,0.08
-1.152e-02,0.08
-1.150e-02,0
-1.148e-02,0.08
-1.146e-02,0.16
-1.144e-02,0.16
-1.142e-02,0
-1.140e-02,0
-1.138e-02,0.08
-1.136e-02,0.08
-1.134e-02,0
-1.132e-02,0
-1.130e-02,0.08
-1.128e-02,0
-1.126e-02,0.16
-1.124e-02,0
-1.122e-02,0
-1.120e-02,0.08
-1.118e-02,0
-1.116e-02,0
-1.114e-02,0.16
-1.112e-02,0.08
-1.110e-02,0
-1.108e-02,0
-1.106e-02,0
-1.104e-02,0.24
-1.102e-02,0
-1.100e-02,0.08
-1.098e-02,0.08
-1.096e-02,0.08
-1.094e-02,0
-1.092e-02,0.08
-1.090e-02,0
-1.088e-02,0
-1.086e-02,0
-1.084e-02,0.16
-1.082e-02,0.08
-1.080e-02,0.16
-1.078e-02,0
-1.076e-02,0
-1.074e-02,0.16
-1.072e-02,0
-1.070e-02,0.08
-1.068e-02,0.08
-1.066e-02,0.16
-1.064e-02,0.08
-1.062e-02,0.08
-1.060e-02,0.16
-1.058e-02,0
-1.056e-02,0.16
-1.054e-02,0.08
-1.052e-02,0
-1.050e-02,0
-1.048e-02,0.08
-1.046e-02,0
-1.044e-02,0.08
-1.042e-02,0.08
-1.040e-02,0
-1.038e-02,0.08
-1.036e-02,0.24
-1.034e-02,0.08
-1.032e-02,0.16
-1.030e-02,0
-1.028e-02,0
-1.026e-02,0.16
-1.024e-02,0
-1.022e-02,0.08
-1.020e-02,0
-1.018e-02,0
-1.016e-02,0.08
-1.014e-02,0.16
-1.012e-02,0.24
-1.010e-02,0.08
-1.008e-02,0.08
-1.006e-02,0.16
-1.004e-02,0.08
-1.002e-02,0
-1.000e-02,0
-9.980e-03,0.08
-9.960e-03,0
-9.940e-03,0
-9.920e-03,0
-9.900e-03,0
-9.880e-03,0
-9.860e-03,0
-9.840e-03,0
-9.820e-03,0.16
-9.800e-03,0
-9.780e-03,0
-9.760e-03,0
-9.740e-03,0
-9.720e-03,0.16
-9.700e-03,0.08
-9.680e-03,0
-9.660e-03,0.16
-9.640e-03,0.32
-9.620e-03,0.64
-9.600e-03,0.88
-9.580e-03,1.36
-9.560e-03,2
-9.540e-03,2.48
-9.520e-03,3.04
-9.500e-03,3.36
-9.480e-03,3.68
-9.460e-03,4.16
-9.440e-03,4.56
-9.420e-03,4.72
-9.400e-03,4.88
-9.380e-03,5.2
-9.360e-03,5.28
-9.340e-03,5.44
-9.320e-03,5.44
-9.300e-03,5.6
-9.280e-03,5.44
-9.260e-03,5.52
-9.240e-03,5.28
-9.220e-03,5.2
-9.200e-03,5.2
-9.180e-03,4.96
-9.160e-03,5.04
-9.140e-03,4.64
-9.120e-03,4.48
-9.100e-03,4.24
-9.080e-03,4.16
-9.060e-03,4
-9.040e-03,3.68
-9.020e-03,3.52
-9.000e-03,3.36
-8.980e-03,3.12
-8.960e-03,2.88
-8.940e-03,2.72
-8.920e-03,2.64
-8.900e-03,2.4
-8.880e-03,2.16
-8.860e-03,2.08
-8.840e-03,1.92
-8.820e-03,1.68
-8.800e-03,1.52
-8.780e-03,1.44
-8.760e-03,1.28
-8.740e-03,1.2
-8.720e-03,1.04
-8.700e-03,0.88
-8.680e-03,0.8
-8.660e-03,0.8
-8.640e-03,0.72
-8.620e-03,0.64
-8.600e-03,0.56
-8.580e-03,0.48
-8.560e-03,0.56
-8.540e-03,0.56
-8.520e-03,0.32
-8.500e-03,0.4
-8.480e-03,0.24
-8.460e-03,0.32
-8.440e-03,0.4
-8.420e-03,0.24
-8.400e-03,0.32
-8.380e-03,0.24
-8.360e-03,0.24
-8.340e-03,0.16
-8.320e-03,0.16
-8.300e-03,0.16
-8.280e-03,0.24
-8.260e-03,0.16
-8.240e-03,0.08
-8.220e-03,0.16
-8.200e-03,0.16
-8.180e-03,0
-8.160e-03,0.08
-8.140e-03,0.08
-8.120e-03,0.08
-8.100e-03,0.08
-8.080e-03,0
-8.060e-03,0.08
-8.040e-03,0.08
-8.020e-03,0.08
-8.000e-03,0
-7.980e-03,-0.08
-7.960e-03,0
-7.940e-03,-0.08
-7.920e-03,0
-7.900e-03,0
-7.880e-03,0.08
-7.860e-03,0
-7.840e-03,0.08
-7.820e-03,0
-7.800e-03,0
-7.780e-03,0
-7.760e-03,0
-7.740e-03,-0.08
-7.720e-03,0
-7.700e-03,0
-7.680e-03,0
-7.660e-03,0
-7.640e-03,0.08
-7.620e-03,0.08
-7.600e-03,0
-7.580e-03,-0.08
-7.560e-03,0
-7.540e-03,-0.16
-7.520e-03,0.16
-7.500e-03,0
-7.480e-03,-0.08
-7.460e-03,0
-7.440e-03,0
-7.420e-03,0
-7.400e-03,0
-7.380e-03,0
-7.360e-03,-0.08
-7.340e-03,0
-7.320e-03,0
-7.300e-03,0
-7.280e-03,0
-7.260e-03,0
-7.240e-03,0
-7.220e-03,0
-7.200e-03,0
-7.180e-03,0
-7.160e-03,-0.08
-7.140e-03,0
-7.120e-03,0
-7.100e-03,-0.08
-7.080e-03,0
-7.060e-03,0.08
-7.040e-03,0
-7.020e-03,-0.08
-7.000e-03,0
-6.980e-03,0
-6.960e-03,0
-6.940e-03,-0.08
-6.920e-03,-0.08
-6.900e-03,-0.08
-6.880e-03,0.08
-6.860e-03,0
-6.840e-03,-0.08
-6.820e-03,0.08
-6.800e-03,-0.16
-6.780e-03,-0.08
-6.760e-03,-0.08
-6.740e-03,-0.16
-6.720e-03,-0.08
-6.700e-03,-0.16
-6.680e-03,-0.08
-6.660e-03,0
-6.640e-03,-0.08
-6.620e-03,-0.08
-6.600e-03,0
-6.580e-03,-0.08
-6.560e-03,0
-6.540e-03,-0.08
-6.520e-03,-0.08
-6.500e-03,-0.08
-6.480e-03,-0.08
-6.460e-03,-0.08
-6.440e-03,0
-6.420e-03,-0.08
-6.400e-03,-0.16
-6.380e-03,-0.08
-6.360e-03,-0.08
-6.340e-03,-0.08
-6.320e-03,0
-6.300e-03,-0.08
-6.280e-03,-0.08
-6.260e-03,0
-6.240e-03,-0.08
-6.220e-03,0
-6.200e-03,-0.08
-6.180e-03,-0.08
-6.160e-03,-0.08
-6.140e-03,-0.16
-6.120e-03,-0.08
-6.100e-03,-0.08
-6.080e-03,0
-6.060e-03,-0.08
-6.040e-03,0
-6.020e-03,-0.16
-6.000e-03,-0.08
-5.980e-03,-0.08
-5.960e-03,-0.08
-5.940e-03,-0.08
-5.920e-03,-0.08
-5.900e-03,-0.08
-5.880e-03,0
-5.860e-03,-0.08
-5.840e-03,-0.08
-5.820e-03,-0.08
-5.800e-03,0
-5.780e-03,0
-5.760e-03,0
-5.740e-03,0.08
-5.720e-03,-0.08
-5.700e-03,0
-5.680e-03,0
-5.660e-03,-0.08
-5.640e-03,0
-5.620e-03,-0.08
-5.600e-03,-0.16
-5.580e-03,0
-5.560e-03,-0.08
-5.540e-03,-0.08
-5.520e-03,0
-5.500e-03,0
-5.480e-03,0
-5.460e-03,0
-5.440e-03,-0.08
-5.420e-03,0
-5.400e-03,0
-5.380e-03,0
-5.360e-03,-0.08
-5.340e-03,-0.08
-5.320e-03,-0.08
-5.300e-03,-0.08
-5.280e-03,-0.08
-5.260e-03,-0.08
-5.240e-03,0
-5.220e-03,-0.08
